income,family_size,previous_claims,benefits_received,loan_default,property_owned,age,aadhar_linked_accounts,phone_linked_accounts,rural_flag,location_changes,application_frequency,same_bank_accounts,ip_application_count
15000,3,0,0,0,0,23,1,3,1,0,1,0,2
15000,2,2,2,1,0,26,5,2,0,0,3,0,4
30166,5,2,1,0,0,31,2,1,0,1,3,1,3
61136,4,3,2,1,0,44,1,2,1,1,1,0,5
15000,3,0,0,1,1,24,2,1,1,0,2,1,5
73346,5,0,0,1,0,26,1,2,0,1,0,1,7
27427,1,0,0,1,1,47,2,3,0,0,1,0,5
15000,3,1,1,1,0,42,2,1,1,1,4,1,2
78569,3,6,4,0,0,32,2,3,0,1,1,2,1
25103,4,0,0,0,0,28,1,1,0,0,2,1,0
38206,4,2,1,1,0,64,1,1,1,0,6,1,2
61665,2,1,1,0,0,40,4,2,0,1,1,0,2
231670,5,3,2,0,1,47,2,2,0,1,2,1,1
56141,7,1,1,0,0,38,5,1,1,3,2,0,1
21280,4,6,2,1,0,31,4,1,1,3,3,0,4
163724,3,0,0,1,1,22,1,2,0,1,0,1,5
15000,5,3,3,0,0,41,2,1,0,1,4,1,2
29317,3,2,1,1,2,27,1,1,0,3,4,2,8
39345,1,0,0,0,0,41,5,1,0,0,2,2,1
17077,2,2,2,1,0,44,5,4,1,3,1,0,9
28568,4,5,5,0,1,39,2,1,1,1,7,2,1
22727,3,1,1,1,0,25,3,3,0,1,4,0,4
15000,3,3,1,0,0,57,1,1,0,2,1,1,2
15000,4,4,1,1,0,56,1,3,0,1,5,0,7
19663,7,4,1,1,0,47,1,4,1,3,2,1,2
85184,6,2,1,0,0,43,2,4,1,0,3,2,0
67415,3,1,1,0,1,29,1,1,0,1,1,3,2
61810,6,5,1,0,1,31,2,1,0,0,1,1,0
17615,4,2,2,1,0,44,1,3,1,1,5,1,4
72413,4,1,1,1,0,35,4,1,1,2,5,0,6
28568,3,1,1,1,0,25,1,2,0,0,3,0,5
24961,4,2,2,1,1,37,2,1,0,2,3,1,4
18133,2,2,2,1,0,18,4,3,0,1,3,0,2
23603,8,2,1,1,0,39,4,4,1,1,3,1,7
83297,8,1,1,1,0,34,2,2,0,0,2,1,3
54188,4,2,2,0,1,22,1,2,0,1,2,2,2
34407,3,0,0,1,0,47,1,1,0,1,1,1,8
20516,2,3,3,1,0,43,1,1,1,3,4,0,1
58686,6,0,0,0,0,41,2,1,0,0,0,1,1
15317,8,2,2,1,0,32,1,1,0,2,8,0,4
15000,3,0,0,0,0,30,1,1,0,1,2,0,3
26358,8,1,1,1,1,18,3,2,1,1,2,0,7
29348,6,1,1,1,0,33,1,4,1,1,2,0,3
71816,6,4,3,1,0,26,2,1,0,2,2,1,9
68681,3,0,0,0,0,42,1,1,0,0,5,0,0
91721,4,4,4,1,0,35,3,3,1,2,3,0,5
38359,3,1,1,0,1,24,1,4,1,0,1,1,1
16583,5,2,2,0,0,29,1,1,1,1,5,1,0
60187,4,2,2,1,0,35,3,1,0,2,6,1,4
134048,6,0,0,0,0,27,1,2,0,0,3,0,3
45081,1,2,2,0,0,39,1,1,0,3,2,3,0
87880,3,5,5,0,1,41,4,1,0,1,2,0,1
74805,3,1,1,0,0,32,1,3,1,1,2,1,0
15000,2,1,1,0,0,43,4,3,0,1,2,0,1
30155,3,4,2,0,1,41,2,1,0,2,3,2,0
15000,5,1,1,0,1,44,2,2,1,0,2,1,2
82281,3,2,1,1,0,41,2,2,1,4,4,0,6
35815,4,5,2,1,2,43,3,1,0,2,4,1,5
81589,5,1,1,1,1,18,2,1,0,3,9,0,6
169075,4,2,1,0,0,45,1,1,0,1,1,1,0
20328,5,1,1,0,0,35,3,1,0,1,2,2,1
30417,3,0,0,0,0,59,2,3,0,1,1,2,1
194426,6,3,3,0,0,27,2,3,0,0,3,0,0
16378,4,0,0,0,0,54,1,1,0,0,3,1,2
32887,4,2,2,0,0,30,3,3,0,0,3,3,1
35352,4,0,0,0,0,18,2,2,0,0,1,2,2
23793,3,4,4,1,0,45,3,1,0,2,4,0,6
99886,3,1,1,0,0,35,4,3,0,0,2,0,2
69744,2,0,0,1,1,38,3,2,0,0,3,0,2
22205,4,2,2,1,1,37,1,3,0,0,8,0,7
63824,5,5,3,1,0,23,1,2,0,2,10,0,3
15000,5,1,1,0,0,39,1,2,1,1,3,1,5
24609,2,1,1,0,0,32,2,1,0,1,1,2,3
54936,8,0,0,0,0,35,3,1,1,0,0,0,0
124763,7,0,0,0,1,59,1,2,1,0,1,0,1
45970,3,5,2,1,0,18,1,2,1,5,8,1,3
52932,2,0,0,0,2,45,5,4,0,1,1,2,0
15000,6,1,1,0,0,21,3,2,0,1,1,2,2
54604,1,2,1,0,0,20,1,3,0,0,1,3,3
43596,3,2,1,1,0,64,1,1,0,3,5,0,6
121357,5,0,0,0,0,36,1,1,1,0,1,1,3
220073,2,1,1,0,0,40,2,1,0,1,1,2,3
15000,8,0,0,0,0,19,1,1,0,0,1,1,1
15000,3,1,1,1,0,23,4,2,0,1,5,2,6
64710,5,1,1,1,0,38,3,3,1,1,1,0,5
15000,4,0,0,0,0,21,2,1,0,1,0,0,4
26576,5,1,1,0,0,60,2,1,0,1,0,2,1
52354,5,3,2,0,1,56,1,1,0,1,1,1,1
33100,4,0,0,0,0,26,2,2,1,0,1,2,1
93651,1,1,1,0,1,59,2,1,1,0,2,1,1
86761,4,2,1,0,0,50,4,2,1,0,0,1,1
15000,6,5,5,0,0,46,1,1,0,1,2,1,2
30331,4,2,2,0,0,44,1,1,0,1,3,1,2
60213,6,0,0,1,1,47,2,1,0,1,2,2,3
15000,6,0,0,0,0,48,1,1,0,1,0,2,1
15000,3,2,2,0,0,18,3,3,1,2,1,0,0
65429,4,0,0,0,0,27,1,3,1,0,0,1,4
25671,2,1,1,1,0,36,3,4,1,2,1,2,5
15000,2,2,1,0,0,30,1,1,1,0,4,2,0
38082,8,2,2,1,0,22,2,2,1,3,2,1,3
24004,4,4,4,1,0,49,2,4,0,0,4,1,5
64974,4,5,2,1,0,34,1,1,0,1,7,0,4
68516,3,3,3,0,0,44,3,1,0,1,3,1,1
33341,4,0,0,0,0,32,1,1,0,2,3,1,3
63643,4,5,4,0,0,60,2,2,0,0,3,2,0
131025,4,1,1,0,0,44,1,1,0,0,3,1,0
45335,3,0,0,1,0,43,4,3,0,0,3,2,4
31531,1,1,1,1,0,48,1,2,1,0,7,1,3
109852,2,2,2,1,0,18,2,2,0,2,8,0,3
15000,1,0,0,0,1,44,1,1,1,0,2,2,1
78120,4,5,4,1,0,54,1,2,1,2,2,1,6
25724,4,0,0,0,0,25,1,1,0,0,1,2,1
38597,8,0,0,0,0,47,1,1,1,0,0,0,1
79077,5,4,2,0,0,50,1,3,0,2,1,0,1
54954,7,1,1,0,0,51,4,1,0,2,1,0,0
23894,5,2,1,0,0,38,2,1,0,0,1,1,0
15000,5,1,1,0,0,34,3,1,0,0,0,0,1
15000,8,0,0,1,0,25,3,1,0,4,2,2,4
77413,7,2,1,0,1,41,3,2,0,1,2,2,1
22452,5,2,2,0,0,31,1,2,1,1,0,0,0
58150,1,2,1,0,0,42,2,1,1,0,0,0,0
15000,8,3,2,0,0,49,2,3,0,1,1,0,1
58069,3,4,4,1,0,38,5,3,0,1,3,0,5
36961,4,8,4,0,0,32,3,1,0,2,5,3,3
63298,9,0,0,0,0,39,2,3,1,1,2,1,0
23625,4,5,3,1,0,37,2,4,0,3,5,1,5
19045,4,0,0,0,0,48,1,2,1,1,0,3,1
31008,2,2,1,0,0,29,2,2,0,2,3,1,3
235011,7,4,3,1,1,48,1,2,1,2,10,2,5
32868,3,3,1,0,0,31,4,3,0,0,1,2,0
24451,3,1,1,0,0,28,1,2,0,0,2,1,2
56162,5,1,1,0,0,27,2,2,0,2,0,1,3
15000,8,2,1,0,0,38,1,3,0,4,1,2,2
17788,3,0,0,1,0,36,1,1,1,0,7,1,2
15000,5,5,4,0,0,38,1,2,0,5,7,1,5
20962,4,0,0,1,0,37,2,1,1,0,1,1,2
72075,5,2,1,0,0,46,1,3,0,0,0,0,0
17302,3,1,1,1,0,46,1,1,0,1,5,1,3
103409,4,1,1,1,0,37,5,1,0,1,4,0,3
20154,6,0,0,1,2,53,4,3,1,0,3,0,4
30534,2,3,3,0,1,25,1,3,0,1,4,3,1
40740,3,2,2,1,0,37,2,3,0,0,1,1,7
45762,4,3,1,0,0,31,1,1,1,1,3,1,0
15000,2,3,2,0,0,36,1,1,0,3,3,1,3
28742,4,5,4,1,0,27,2,1,1,3,8,0,4
75724,3,10,1,1,0,58,2,1,0,3,7,1,4
18294,6,4,1,0,0,38,1,1,1,1,1,2,0
65239,2,7,3,0,0,35,2,1,0,3,6,1,2
216929,1,1,1,0,1,44,1,3,0,0,1,1,0
148045,4,2,2,1,0,39,1,4,1,0,2,2,6
27440,5,4,1,1,0,40,3,1,1,1,5,0,6
15000,2,3,2,0,0,38,2,1,1,0,1,0,1
52045,4,3,1,0,0,23,1,2,1,2,3,1,1
81724,5,1,1,1,0,36,4,3,0,0,3,0,6
26953,3,5,3,0,0,37,3,4,0,4,4,1,3
53630,6,6,5,1,0,36,3,2,1,2,7,1,2
46808,6,5,3,0,0,32,1,3,1,1,2,1,1
82024,5,2,2,0,0,36,1,1,0,0,3,1,3
42994,5,1,1,1,0,40,3,1,0,1,3,0,3
170297,2,1,1,0,0,26,3,2,0,1,0,3,2
53685,4,0,0,0,1,41,3,2,0,0,0,1,0
36182,4,3,2,1,0,46,1,2,0,2,4,0,0
35712,3,5,2,0,1,31,1,3,0,3,1,0,2
78482,6,2,1,1,0,53,4,3,1,0,4,1,8
48694,2,1,1,1,2,37,4,1,0,0,1,1,4
33237,3,3,3,1,0,42,3,1,0,3,6,1,4
43162,1,0,0,0,0,21,2,2,1,1,2,3,2
23212,5,1,1,0,1,43,2,3,0,0,2,0,1
58802,4,4,3,1,0,51,1,2,0,4,4,2,4
56031,3,2,1,1,0,30,2,2,0,3,3,0,7
20648,1,0,0,1,0,47,1,1,0,0,1,1,4
272894,5,1,1,1,1,40,1,1,0,5,1,0,7
97078,4,1,1,1,0,48,2,1,0,1,7,0,9
47323,4,2,1,1,0,53,1,4,1,4,5,0,2
20238,3,1,1,1,0,46,2,2,0,2,1,0,3
45571,3,0,0,1,0,26,1,2,0,0,4,1,3
36652,7,2,1,0,0,40,2,1,0,0,2,3,1
102631,3,1,1,0,0,31,2,2,0,1,1,0,0
21908,4,0,0,1,0,31,3,1,1,3,3,0,9
15000,8,0,0,1,0,46,2,1,1,0,1,3,4
58487,3,2,2,1,0,53,2,1,0,0,5,0,1
101201,3,2,2,1,1,37,2,1,0,1,3,2,5
82977,3,0,0,0,0,42,2,1,0,0,0,0,1
146305,5,2,1,1,2,33,1,3,0,1,2,0,3
15000,2,7,5,1,0,57,2,2,1,3,6,2,6
15000,6,2,1,1,0,56,1,1,0,1,2,0,2
30954,6,0,0,0,0,46,1,1,0,1,0,2,2
15000,2,2,1,0,0,29,2,3,0,1,0,0,1
15000,3,2,2,1,1,44,3,4,0,4,2,2,6
72179,3,3,2,0,0,41,1,2,0,1,3,2,1
28546,3,0,0,0,0,32,1,2,1,0,1,2,1
166789,7,0,0,1,0,32,2,1,1,2,3,2,6
28673,3,1,1,1,0,47,1,1,1,0,1,1,3
15825,2,5,1,1,0,45,1,1,0,4,8,0,5
25945,4,4,1,1,0,48,2,4,0,5,5,1,5
83347,4,4,1,0,0,42,3,1,1,2,1,2,1
52678,2,4,1,0,0,34,1,1,1,0,2,0,1
24933,7,1,1,0,0,55,4,1,1,0,0,1,2
15000,5,3,2,0,0,20,3,4,0,1,2,0,2
15000,5,2,1,0,0,37,2,1,0,1,1,2,2
15000,5,0,0,1,0,51,4,1,0,1,2,1,4
92262,2,1,1,0,0,43,1,1,1,1,3,0,3
15235,5,0,0,1,0,69,3,1,1,1,3,0,3
15000,3,0,0,1,0,23,1,1,0,0,4,2,5
118163,5,1,1,0,0,43,4,1,1,0,4,1,3
146504,1,2,1,1,2,62,2,1,0,2,1,3,7
17748,3,2,2,0,0,49,1,1,0,0,3,1,0
20147,5,0,0,0,0,58,2,3,1,1,0,1,2
28144,4,1,1,1,0,34,1,3,0,2,4,0,4
62430,5,2,1,0,1,23,1,1,0,1,1,0,0
44535,3,3,3,0,1,41,2,2,0,2,2,0,1
20776,5,0,0,1,0,23,4,3,0,2,4,1,7
21027,9,1,1,0,0,46,2,3,1,0,0,1,0
15000,4,0,0,0,0,20,2,1,0,0,0,1,3
63701,5,9,2,1,0,58,1,2,0,1,10,0,3
23000,7,1,1,1,0,40,1,1,0,2,6,2,2
22406,5,2,2,0,0,27,2,1,0,2,1,0,1
24358,3,0,0,0,0,18,1,1,1,1,0,0,1
63782,10,1,1,0,0,18,1,2,1,0,0,1,4
15225,1,1,1,0,0,42,1,1,0,0,0,0,2
74459,2,3,3,0,0,32,3,2,1,0,5,1,1
19198,2,1,1,0,0,58,4,3,0,2,2,1,3
17845,2,3,2,1,1,53,2,2,1,4,3,2,5
51786,3,1,1,1,0,47,2,2,0,2,2,0,13
49665,8,1,1,1,1,18,2,1,1,2,1,1,3
31999,2,2,2,0,2,42,1,2,0,0,0,1,0
55405,3,5,3,1,0,26,2,2,0,1,7,0,6
58426,3,1,1,0,1,26,1,1,0,1,1,1,5
253361,5,2,1,0,1,27,2,1,0,1,0,0,0
34319,8,2,1,0,0,59,2,1,1,0,1,1,0
62403,2,2,2,0,0,47,1,2,0,1,2,0,1
17729,3,0,0,0,0,47,1,1,0,1,4,2,1
196633,5,1,1,0,0,24,2,1,1,0,0,3,2
19367,7,2,1,0,0,24,2,1,1,0,4,2,3
25186,1,2,1,0,0,30,3,1,1,1,4,1,2
197956,3,0,0,0,0,59,1,2,1,2,0,1,1
18072,4,2,2,0,1,50,1,2,1,0,0,3,2
223557,3,2,2,0,1,56,4,1,0,3,1,0,4
86309,6,1,1,0,0,42,1,1,1,1,2,2,2
39302,3,2,2,1,0,43,2,4,0,1,1,2,6
34410,2,4,2,1,0,38,2,2,1,1,5,0,3
124239,8,1,1,1,0,24,2,1,1,3,1,1,4
35849,4,3,3,1,3,51,2,1,0,3,5,1,9
103290,4,1,1,0,0,32,4,2,0,0,0,2,1
15000,3,0,0,0,0,48,1,1,0,1,0,3,1
145092,3,2,2,0,0,32,1,3,1,4,1,1,3
15000,2,1,1,0,1,33,3,2,0,0,0,3,1
73220,3,3,1,1,0,32,1,2,1,3,3,0,5
77115,3,5,2,1,2,18,1,2,0,1,1,3,5
80751,5,2,1,1,1,44,3,1,0,2,7,2,6
121215,7,1,1,0,0,52,5,2,0,0,1,1,1
17678,2,0,0,0,0,29,1,2,0,1,0,2,3
90304,4,0,0,0,1,49,4,1,0,0,1,1,1
102773,6,2,1,0,0,48,1,2,0,0,0,1,1
68221,4,4,4,1,0,36,2,1,0,3,5,3,3
47574,5,5,4,1,0,25,1,1,0,1,5,0,8
31033,3,1,1,0,0,37,3,1,0,0,1,0,0
137172,4,1,1,0,1,42,3,2,1,0,3,1,1
65823,6,2,2,1,2,36,1,2,0,1,2,1,7
76012,6,0,0,0,1,53,4,1,1,0,0,3,3
17278,3,0,0,1,0,49,3,1,0,1,2,2,5
24145,6,1,1,1,0,45,1,3,1,1,3,0,4
39195,8,3,2,0,0,51,2,1,0,3,3,0,1
74797,7,1,1,1,0,35,1,1,0,2,1,2,7
63100,2,0,0,0,1,38,2,1,0,0,2,1,1
33661,3,1,1,1,0,19,2,2,1,0,6,1,2
257495,4,1,1,0,0,50,2,1,1,3,2,1,1
15000,4,0,0,0,0,30,2,1,0,1,0,0,0
22074,3,0,0,1,0,33,2,4,0,3,8,0,4
22255,6,3,1,1,0,38,2,2,0,0,6,2,5
40890,3,4,1,0,0,33,2,1,1,0,2,3,0
15000,3,4,4,1,0,25,2,2,0,1,7,1,8
36314,4,0,0,1,1,46,3,1,1,0,1,1,0
60886,3,3,2,0,1,48,4,4,0,0,2,0,0
46335,4,2,1,1,1,38,3,1,0,0,5,2,3
27781,6,1,1,1,0,44,2,4,0,2,4,0,6
24669,6,0,0,0,1,67,5,2,0,0,2,2,1
64879,3,1,1,0,0,67,1,3,0,1,1,1,2
84716,4,1,1,0,0,36,2,2,1,1,2,0,1
20960,7,2,1,0,0,27,1,1,0,0,5,2,0
63024,6,3,1,0,0,40,2,1,0,4,3,1,3
42449,2,1,1,1,2,43,2,2,0,1,1,0,3
17525,4,0,0,1,0,35,3,2,0,1,4,2,9
128124,2,1,1,1,1,50,3,1,0,0,1,0,3
25775,3,4,4,0,0,48,1,1,0,0,4,0,1
32217,3,1,1,1,0,22,4,1,0,1,3,1,7
86551,4,0,0,0,0,18,2,1,0,0,1,1,1
139664,2,0,0,0,0,38,1,3,0,1,0,1,0
15000,5,2,2,0,1,29,3,4,0,2,2,1,1
32640,8,1,1,0,0,40,1,4,0,0,1,3,1
85207,3,0,0,0,1,41,1,1,0,1,2,3,0
35538,2,4,3,1,1,47,4,3,0,4,7,1,6
112133,2,4,4,1,1,55,3,1,1,4,2,3,6
25546,4,0,0,0,0,45,2,1,1,0,2,1,2
15000,4,2,1,1,0,39,1,2,1,2,3,0,3
139069,1,1,1,0,1,52,3,4,0,2,2,1,2
36939,3,2,1,1,1,35,1,1,0,1,7,0,7
23856,6,1,1,0,0,37,2,3,1,1,2,1,1
28687,5,1,1,0,1,43,3,1,1,0,2,0,0
20857,4,2,1,1,0,36,1,4,0,2,3,2,3
139067,7,1,1,0,2,27,2,1,0,0,3,2,1
49906,2,0,0,1,0,43,3,3,1,4,3,1,5
63426,4,1,1,1,2,70,3,2,0,0,5,0,5
24717,6,2,2,1,0,18,4,1,0,1,2,3,5
27244,7,2,1,0,0,26,1,2,1,1,1,1,0
28837,6,3,3,0,1,35,2,1,0,0,2,0,1
44668,6,0,0,0,0,45,1,1,0,1,1,1,2
18016,5,4,3,1,0,22,3,1,0,2,7,1,5
74266,3,2,1,0,0,33,1,2,0,1,2,1,0
44424,6,0,0,0,0,36,3,1,1,0,1,2,1
102777,4,1,1,0,0,31,1,1,1,0,0,2,3
63908,8,0,0,1,1,34,2,3,0,1,2,0,4
20378,3,1,1,0,0,54,2,1,0,1,2,1,4
83392,3,0,0,0,1,47,1,1,0,0,0,1,1
18060,5,3,1,1,0,18,4,3,0,1,5,0,1
15000,3,1,1,0,1,62,1,2,0,1,3,0,3
62959,4,3,1,0,0,38,1,1,0,3,2,1,2
21321,4,1,1,1,1,57,2,3,0,1,1,1,2
26359,5,1,1,0,0,25,1,1,1,1,1,0,3
47937,3,3,1,1,1,47,2,1,0,0,9,3,3
69543,6,2,1,0,0,41,1,2,1,0,2,1,0
137114,3,1,1,0,1,32,2,1,0,2,1,2,2
56259,3,3,2,0,0,59,1,4,0,0,2,0,2
15000,4,3,3,1,1,44,5,2,1,1,3,0,4
54268,3,1,1,0,0,45,2,1,0,0,2,1,1
168262,4,0,0,0,0,33,2,2,0,0,4,3,2
72209,4,3,3,1,0,47,2,2,0,1,4,0,6
40067,5,2,1,1,0,42,4,1,0,0,6,2,7
15000,6,1,1,0,0,32,2,1,0,0,3,1,3
186804,4,1,1,0,0,44,3,4,0,1,1,0,0
16101,1,0,0,0,1,31,2,1,0,1,1,1,0
127861,3,5,4,0,0,45,1,2,0,0,7,0,0
64613,6,2,1,0,0,34,4,1,0,1,0,2,1
61580,2,0,0,0,0,38,1,2,0,1,0,1,2
22159,5,0,0,0,0,48,3,3,0,1,1,1,2
41974,4,5,5,1,0,38,1,1,0,0,6,0,4
111386,4,0,0,1,0,53,1,1,0,2,3,0,5
23709,3,5,2,1,0,38,1,1,0,2,4,1,7
17412,4,1,1,0,0,40,3,1,1,0,2,2,0
17952,6,0,0,0,0,26,2,1,1,1,0,1,1
103180,2,3,1,0,0,21,2,4,0,3,0,3,3
131455,5,2,2,0,0,25,3,4,0,1,3,1,0
212292,3,4,4,0,0,29,1,2,0,1,2,1,3
15000,5,0,0,0,0,46,2,2,1,1,2,1,1
20210,2,4,2,0,0,35,3,1,0,5,3,0,4
57661,8,0,0,1,0,27,2,3,0,0,2,1,4
41313,2,4,4,0,0,26,4,1,0,1,6,0,3
15000,4,3,3,0,1,51,2,2,0,1,3,0,5
69423,7,0,0,1,1,51,3,1,0,2,4,0,5
48495,2,1,1,1,1,43,1,1,0,0,1,0,4
16858,4,1,1,1,0,25,1,1,0,0,1,0,8
27737,2,5,5,1,1,22,3,1,0,2,6,1,6
56309,5,1,1,0,0,35,1,1,0,1,1,1,1
37509,3,0,0,1,0,40,2,1,1,1,3,0,4
144907,5,7,5,1,0,35,1,1,0,2,9,1,3
55950,5,1,1,1,0,32,3,3,0,1,2,0,4
15000,4,2,2,1,0,34,1,1,0,1,3,0,5
25259,3,4,1,0,1,18,3,4,0,0,2,0,1
48210,2,0,0,0,0,50,3,1,0,0,1,2,1
19439,4,2,1,0,0,35,1,1,0,0,2,0,1
66574,1,2,2,1,1,40,3,1,0,0,3,0,3
24419,2,1,1,1,0,34,1,1,1,1,3,0,7
26001,4,2,2,1,1,41,2,3,0,2,2,3,5
24421,5,0,0,0,0,41,2,1,0,0,0,1,1
98582,2,0,0,0,1,46,1,1,0,1,1,1,1
44672,2,1,1,0,0,30,1,2,1,1,3,1,0
33064,1,1,1,0,0,48,4,1,0,1,0,3,1
62665,2,1,1,0,1,50,1,2,0,2,5,3,3
53631,6,0,0,0,1,47,5,3,1,0,0,3,1
15571,2,2,1,0,0,19,2,3,1,3,1,1,2
24479,3,1,1,0,1,48,1,1,0,1,1,1,0
16994,8,0,0,1,0,25,3,3,0,1,5,3,3
23294,6,0,0,0,1,30,1,2,1,0,0,1,0
27342,1,0,0,0,0,32,2,2,0,0,1,0,1
126143,3,3,3,1,0,36,5,3,0,1,3,0,3
44508,3,3,2,0,0,44,4,2,0,1,1,1,3
45926,4,1,1,0,0,36,2,3,0,2,2,3,5
35255,3,1,1,1,0,39,2,2,0,1,5,1,5
15000,5,2,2,1,0,30,2,1,0,4,3,0,6
15000,3,2,1,0,0,52,1,3,0,0,4,1,2
233824,5,3,1,1,0,56,2,1,0,1,3,0,4
28506,3,0,0,0,0,54,1,4,0,0,1,0,0
105552,4,0,0,1,0,57,2,1,0,0,5,0,4
80908,3,0,0,0,0,28,1,2,0,0,0,1,0
99077,2,5,3,1,0,39,1,4,0,3,4,2,7
16417,2,0,0,1,0,18,2,1,0,1,5,0,5
18586,3,2,1,0,0,24,3,1,0,3,3,1,2
19326,4,1,1,0,0,32,1,2,0,1,5,3,2
15000,4,0,0,0,0,53,1,1,1,0,2,0,2
23635,5,4,1,0,0,33,1,1,0,0,3,0,0
51430,3,2,1,1,0,35,1,1,1,0,3,2,3
100088,7,6,6,1,0,58,1,1,0,3,7,2,11
57328,2,1,1,0,1,37,2,3,0,0,0,2,0
72233,8,0,0,1,0,19,2,2,0,2,2,1,7
21707,3,0,0,1,0,34,2,3,1,0,1,0,4
24481,2,0,0,0,1,49,3,2,1,0,3,1,1
28480,3,1,1,0,0,27,2,1,1,2,2,3,2
90031,2,0,0,0,1,45,1,1,1,0,1,3,0
85391,1,3,1,1,0,33,1,3,1,1,3,0,3
22439,3,0,0,0,1,45,3,1,1,0,1,1,1
35236,4,0,0,0,0,51,3,1,0,1,3,1,1
157434,2,1,1,0,1,39,3,1,1,3,0,0,2
15000,2,1,1,0,0,29,2,2,1,1,0,0,1
79016,4,2,1,1,0,37,1,2,1,1,3,0,6
65263,2,5,1,1,0,29,2,1,0,1,1,0,7
15068,8,0,0,1,0,27,2,2,1,4,4,1,4
69137,8,3,3,0,0,49,2,1,0,1,5,1,3
37685,6,2,1,1,0,41,1,3,0,4,5,1,5
63294,4,2,2,0,0,44,3,2,0,1,0,2,2
28581,7,1,1,0,0,43,1,1,0,1,5,3,4
57606,2,2,1,0,1,33,1,1,1,1,0,2,0
15000,2,5,5,0,0,41,1,2,0,1,2,1,2
167254,6,0,0,0,0,28,2,3,0,0,0,3,0
15000,4,2,2,0,0,43,3,3,0,1,3,3,2
16496,1,6,1,1,0,45,3,2,0,0,9,2,2
42967,2,8,4,1,0,39,3,2,0,2,7,1,11
44001,6,0,0,1,0,29,4,2,0,2,2,0,6
76210,5,2,2,0,0,32,2,3,1,2,1,0,2
77527,5,1,1,0,0,56,1,2,1,1,1,1,2
27842,6,3,3,1,0,38,1,3,1,3,4,1,8
17765,6,2,2,1,0,52,1,3,0,3,3,3,1
103834,6,1,1,0,0,55,3,2,0,0,2,1,1
17693,4,1,1,1,0,43,2,1,0,2,6,0,2
144869,8,10,6,1,0,20,1,3,0,2,5,1,13
73644,2,1,1,0,0,38,2,1,0,0,1,0,1
29269,5,1,1,1,1,61,3,1,0,1,6,0,4
106958,3,0,0,0,0,18,1,2,0,1,0,1,2
15000,2,5,1,1,0,48,1,3,1,0,5,0,4
15000,5,0,0,1,1,20,3,2,1,1,1,1,5
23809,5,0,0,0,0,39,1,1,0,0,1,1,0
79163,5,0,0,0,0,20,2,1,0,0,4,0,2
125107,1,1,1,0,0,32,1,3,0,2,1,1,1
15000,8,4,4,0,0,54,2,1,0,1,5,2,1
99370,3,0,0,1,1,63,2,3,0,1,5,0,2
66112,4,2,1,0,1,28,1,3,0,1,4,2,3
21995,5,1,1,1,0,43,2,1,0,2,3,1,8
15000,3,4,1,0,0,33,3,3,1,1,4,1,1
51470,7,3,1,0,1,57,2,1,1,1,2,1,1
29855,4,1,1,0,0,33,2,2,1,1,1,0,1
65534,3,3,1,1,0,39,1,1,0,4,5,1,10
19296,5,0,0,0,0,27,5,2,1,0,1,0,1
83826,4,0,0,1,0,34,2,2,0,2,3,1,5
69939,4,0,0,0,1,51,3,1,0,0,0,0,2
39163,3,0,0,0,2,48,5,1,0,0,0,0,2
22832,2,5,2,0,0,39,1,2,0,3,4,2,3
15000,4,2,1,0,0,46,2,1,0,2,5,2,1
40408,4,3,1,0,0,34,3,3,0,0,6,1,1
30222,8,2,1,1,0,27,2,1,0,1,2,0,1
66463,5,3,2,0,0,56,2,1,0,0,1,0,1
22352,8,1,1,0,0,47,2,3,0,0,2,1,1
19451,3,3,3,0,0,31,1,2,1,0,1,1,1
130022,2,0,0,1,2,35,2,1,0,1,4,0,5
58050,1,0,0,0,1,31,1,2,1,1,1,1,1
50651,3,1,1,0,1,33,2,1,0,1,0,1,1
50160,5,3,1,1,1,27,2,2,0,1,3,1,4
41636,4,1,1,0,0,32,1,1,1,3,3,0,2
178971,3,0,0,0,0,39,2,3,0,1,1,0,2
34615,5,0,0,0,2,18,2,2,0,1,2,3,1
131277,5,1,1,0,0,18,2,1,0,2,1,2,2
59650,6,3,3,1,0,49,2,3,0,3,5,0,10
33148,2,0,0,1,0,49,1,1,1,0,1,2,4
15000,4,3,3,1,0,37,1,2,0,2,7,1,3
63203,5,0,0,0,0,37,3,2,1,1,3,1,0
50204,3,2,1,0,0,39,1,3,0,1,1,1,0
15000,3,1,1,0,2,30,3,2,0,1,0,1,3
36002,4,0,0,0,0,64,1,1,0,0,3,0,1
68357,6,2,2,0,1,53,2,3,0,0,1,1,2
26946,3,0,0,0,1,34,2,2,0,1,2,0,2
38757,3,0,0,1,0,34,1,1,0,0,1,0,4
41497,6,0,0,0,0,35,1,4,1,1,2,2,4
103500,1,2,2,0,0,38,2,2,0,1,0,0,2
37586,2,0,0,1,1,18,1,3,0,0,4,0,2
15000,2,6,3,1,0,21,2,4,0,1,10,1,3
29880,4,2,2,1,0,28,1,1,0,0,2,0,2
51714,5,2,1,1,0,27,2,3,1,4,4,0,13
54685,1,0,0,0,0,40,2,3,0,0,0,0,0
30491,5,3,1,0,0,41,5,3,1,2,0,0,4
44962,5,3,2,1,0,21,4,1,0,2,4,1,5
15000,4,0,0,0,0,22,1,1,0,0,2,2,0
