income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
402598,unemployed,2,postgraduate,0,permanent,medium
11634,unemployed,8,none,1,homeless,high
38396,retired,10,secondary,1,rented,high
127861,employed,5,postgraduate,1,homeless,low
289035,employed,2,secondary,0,temporary,high
57498,employed,3,postgraduate,0,temporary,high
117801,informal,5,secondary,0,rented,medium
122086,informal,3,graduate,0,permanent,medium
144370,self_employed,4,graduate,0,permanent,medium
71385,retired,4,secondary,1,permanent,medium
18889,unemployed,4,secondary,1,rented,high
288653,employed,4,postgraduate,0,permanent,low
269668,self_employed,4,secondary,0,homeless,medium
251483,employed,5,secondary,0,temporary,low
54596,employed,4,secondary,0,temporary,low
15106,unemployed,10,none,0,homeless,high
56196,informal,9,secondary,1,temporary,low
377443,employed,5,graduate,0,permanent,medium
26012,self_employed,9,secondary,1,rented,high
73323,employed,7,postgraduate,1,permanent,low
81004,unemployed,3,graduate,0,permanent,high
87551,employed,6,graduate,0,permanent,low
42695,employed,4,secondary,0,permanent,medium
11725,unemployed,6,primary,1,rented,medium
431029,employed,2,graduate,0,permanent,low
32720,employed,7,none,0,rented,high
295973,self_employed,5,graduate,0,permanent,high
123575,employed,6,none,1,temporary,medium
142773,employed,4,graduate,1,rented,high
121334,employed,5,graduate,1,homeless,low
7202,retired,9,secondary,1,rented,medium
42445,informal,8,none,1,temporary,low
325374,employed,4,postgraduate,1,rented,low
40581,unemployed,8,primary,0,temporary,high
54166,self_employed,5,primary,0,homeless,high
121483,informal,7,secondary,1,permanent,medium
146929,employed,6,secondary,0,permanent,high
221725,self_employed,4,graduate,0,permanent,high
19721,unemployed,4,primary,1,temporary,medium
309004,employed,2,graduate,0,permanent,medium
85300,unemployed,7,primary,1,rented,low
148069,employed,5,postgraduate,0,permanent,low
132588,unemployed,5,graduate,1,temporary,medium
16709,informal,7,none,1,temporary,high
73902,self_employed,7,graduate,1,permanent,medium
137596,employed,6,secondary,0,temporary,medium
16462,retired,7,primary,0,temporary,high
25145,informal,8,primary,0,homeless,medium
6605,unemployed,5,primary,1,homeless,high
43680,employed,6,none,0,rented,medium
385233,employed,4,secondary,0,permanent,low
36723,retired,5,none,1,homeless,low
51517,informal,4,secondary,1,homeless,high
128014,unemployed,6,secondary,0,rented,medium
43546,informal,8,secondary,1,rented,high
20435,informal,9,none,1,rented,high
143476,employed,7,secondary,1,temporary,low
108338,employed,4,postgraduate,0,rented,low
386593,employed,3,graduate,0,permanent,low
25042,retired,7,none,1,temporary,high
33411,self_employed,8,primary,0,temporary,low
149766,employed,3,none,1,temporary,low
110849,informal,4,secondary,1,rented,medium
106612,informal,4,secondary,0,permanent,high
83080,informal,4,secondary,0,rented,medium
67398,unemployed,6,secondary,0,rented,low
442688,employed,3,graduate,0,permanent,high
10160,unemployed,5,secondary,1,temporary,high
59461,self_employed,10,secondary,1,permanent,low
201597,unemployed,5,graduate,1,rented,low
109558,unemployed,5,graduate,0,permanent,low
285155,employed,2,postgraduate,0,permanent,medium
19200,employed,4,secondary,0,homeless,low
16373,self_employed,5,secondary,1,rented,high
11475,informal,9,none,0,temporary,high
386909,self_employed,4,graduate,0,permanent,low
145919,self_employed,7,secondary,0,rented,low
308601,self_employed,2,postgraduate,0,permanent,low
136790,informal,3,secondary,0,rented,high
374409,employed,2,graduate,1,permanent,low
36850,unemployed,6,secondary,0,rented,medium
146439,self_employed,7,secondary,1,rented,high
292765,employed,4,graduate,0,permanent,low
23903,retired,4,secondary,1,temporary,medium
51723,unemployed,7,graduate,0,rented,low
110135,employed,5,secondary,0,rented,high
31461,self_employed,7,primary,1,rented,high
6591,unemployed,4,none,1,homeless,high
30229,informal,8,secondary,1,rented,high
19409,self_employed,9,secondary,1,rented,high
78309,employed,4,secondary,0,rented,high
54823,employed,8,secondary,1,temporary,high
482979,employed,2,graduate,0,rented,low
95377,unemployed,7,none,0,rented,medium
287145,employed,5,secondary,1,permanent,low
63756,informal,4,secondary,0,homeless,medium
75938,self_employed,3,secondary,0,temporary,high
127312,employed,5,secondary,1,rented,high
132179,informal,3,graduate,0,temporary,medium
33975,retired,4,primary,1,permanent,high
34225,informal,10,primary,1,temporary,low
211264,employed,2,secondary,0,permanent,high
109553,self_employed,7,graduate,1,rented,medium
355962,unemployed,5,graduate,1,permanent,medium
129931,employed,5,secondary,0,homeless,high
146332,unemployed,3,postgraduate,1,permanent,low
118631,informal,4,postgraduate,0,permanent,low
369969,employed,2,postgraduate,0,rented,medium
154860,employed,3,postgraduate,1,permanent,medium
56817,informal,7,secondary,1,rented,medium
88335,retired,3,graduate,0,permanent,medium
318259,self_employed,4,graduate,0,permanent,low
73288,employed,5,primary,0,homeless,high
136765,informal,6,secondary,0,rented,medium
256466,self_employed,5,graduate,0,permanent,medium
33374,informal,10,primary,1,temporary,medium
41343,unemployed,9,secondary,1,temporary,high
146927,employed,4,secondary,0,permanent,medium
6216,unemployed,7,primary,1,temporary,high
76862,employed,4,graduate,1,homeless,high
33545,self_employed,9,primary,0,rented,high
37214,unemployed,6,none,1,homeless,high
67349,unemployed,7,graduate,0,homeless,medium
42271,employed,5,postgraduate,1,permanent,medium
33596,informal,5,primary,0,rented,high
152041,employed,5,postgraduate,0,rented,low
147653,employed,4,graduate,0,temporary,medium
41943,unemployed,7,primary,1,rented,high
94537,informal,5,graduate,0,temporary,high
144644,self_employed,3,secondary,1,temporary,high
470052,employed,3,graduate,0,permanent,low
474376,self_employed,5,graduate,1,permanent,low
122035,self_employed,3,postgraduate,0,permanent,medium
287008,self_employed,5,graduate,0,permanent,low
76741,employed,6,secondary,0,permanent,medium
52160,employed,7,primary,1,rented,low
106343,employed,4,postgraduate,0,permanent,low
66162,informal,5,graduate,0,rented,high
41729,unemployed,7,secondary,0,rented,low
37912,unemployed,8,none,0,temporary,medium
47512,employed,3,secondary,0,permanent,high
138532,unemployed,5,secondary,0,rented,high
105265,employed,7,secondary,1,homeless,low
29406,unemployed,7,none,0,rented,medium
52713,unemployed,10,primary,1,temporary,high
152234,employed,2,graduate,1,permanent,low
293135,employed,3,postgraduate,0,permanent,medium
82290,self_employed,4,secondary,0,permanent,high
40037,employed,7,primary,0,rented,high
9640,self_employed,6,none,1,rented,high
9626,informal,6,primary,1,homeless,high
24284,self_employed,7,secondary,1,temporary,high
5949,unemployed,6,primary,1,homeless,high
290066,employed,5,postgraduate,0,permanent,medium
57646,self_employed,10,primary,1,homeless,high
48671,unemployed,9,primary,1,temporary,high
89432,retired,3,secondary,0,homeless,medium
101159,employed,4,graduate,0,permanent,medium
244296,informal,4,graduate,0,permanent,medium
114598,employed,2,postgraduate,1,permanent,medium
228221,retired,4,secondary,0,permanent,high
48462,unemployed,6,secondary,1,temporary,high
32904,informal,10,none,0,temporary,low
39156,informal,4,none,0,homeless,high
48105,employed,4,graduate,1,rented,medium
230193,employed,5,graduate,0,rented,low
138122,employed,7,secondary,0,rented,medium
55458,informal,4,primary,0,rented,medium
200038,self_employed,3,graduate,0,permanent,medium
178168,self_employed,2,postgraduate,1,permanent,low
107203,employed,3,graduate,0,permanent,low
23388,informal,5,primary,1,homeless,high
181400,employed,4,postgraduate,0,permanent,high
80930,employed,7,secondary,1,rented,low
304146,unemployed,3,postgraduate,0,permanent,medium
13999,informal,7,none,1,rented,high
73610,self_employed,6,graduate,1,temporary,high
46663,self_employed,8,secondary,1,temporary,high
148303,informal,5,postgraduate,0,rented,medium
82224,retired,5,secondary,1,temporary,medium
135287,employed,3,none,0,rented,medium
219175,employed,4,postgraduate,0,permanent,medium
77140,self_employed,3,graduate,0,permanent,low
16589,retired,4,secondary,1,temporary,medium
111569,unemployed,7,secondary,0,rented,low
435085,self_employed,2,graduate,0,rented,low
418688,employed,2,secondary,0,permanent,low
46839,retired,10,secondary,1,permanent,medium
27406,unemployed,8,primary,1,temporary,high
65276,self_employed,3,graduate,0,temporary,low
53019,retired,4,none,0,homeless,high
20744,retired,8,secondary,1,homeless,medium
57008,self_employed,9,none,1,rented,high
28987,unemployed,8,secondary,0,homeless,high
397954,retired,4,postgraduate,0,rented,low
103255,self_employed,4,secondary,0,rented,medium
264807,self_employed,3,secondary,0,permanent,low
99267,self_employed,7,primary,1,rented,low
98711,employed,5,graduate,1,permanent,low
68246,unemployed,3,primary,0,temporary,low
86669,self_employed,6,graduate,0,rented,medium
306037,self_employed,3,secondary,0,permanent,low
144320,informal,6,secondary,0,permanent,high
32120,unemployed,10,secondary,1,temporary,high
148502,unemployed,6,secondary,0,homeless,high
55129,unemployed,9,secondary,1,temporary,high
101482,employed,3,secondary,0,rented,high
24275,unemployed,10,primary,1,homeless,high
43676,self_employed,5,primary,0,rented,medium
98314,employed,3,graduate,1,rented,high
48318,retired,4,none,1,rented,high
25994,unemployed,6,none,0,temporary,medium
63905,self_employed,5,graduate,1,homeless,medium
64183,unemployed,5,graduate,0,homeless,low
219735,informal,3,secondary,0,permanent,medium
146084,unemployed,4,primary,1,rented,medium
128717,self_employed,5,secondary,0,permanent,high
68423,employed,6,secondary,0,rented,medium
54979,unemployed,4,none,1,temporary,high
11258,unemployed,5,primary,1,temporary,medium
24262,informal,4,secondary,0,temporary,high
138921,self_employed,5,secondary,0,rented,low
85994,self_employed,5,secondary,0,rented,high
141378,employed,2,secondary,0,permanent,low
110717,informal,5,postgraduate,0,temporary,high
440796,retired,5,postgraduate,0,permanent,low
120057,employed,6,secondary,1,permanent,low
142269,informal,5,graduate,0,permanent,medium
227989,informal,4,postgraduate,1,homeless,low
120844,employed,6,graduate,0,permanent,low
72826,informal,3,graduate,0,rented,high
348666,employed,4,postgraduate,1,rented,high
178397,employed,2,postgraduate,1,permanent,low
135301,employed,2,postgraduate,1,permanent,low
139052,employed,7,primary,0,permanent,high
75086,employed,5,secondary,1,temporary,low
85759,employed,4,primary,1,rented,medium
139772,retired,2,primary,0,permanent,low
28173,self_employed,8,secondary,0,permanent,high
33419,unemployed,10,primary,0,rented,high
125556,retired,6,graduate,0,rented,medium
98366,employed,4,secondary,0,homeless,low
459061,employed,4,graduate,0,permanent,high
37260,unemployed,7,secondary,1,rented,high
119626,informal,4,secondary,0,temporary,high
267261,self_employed,3,postgraduate,1,permanent,low
26639,retired,6,primary,1,rented,medium
45154,informal,6,secondary,1,rented,medium
35022,self_employed,10,none,1,rented,high
106174,unemployed,3,secondary,1,rented,high
140503,informal,5,postgraduate,0,rented,medium
123633,employed,4,graduate,0,permanent,low
350877,self_employed,3,postgraduate,1,permanent,medium
354727,self_employed,3,graduate,0,homeless,low
209729,employed,4,graduate,1,permanent,low
146985,self_employed,6,secondary,0,rented,medium
195061,employed,4,secondary,0,permanent,low
40531,unemployed,9,primary,1,temporary,medium
126620,employed,7,secondary,0,permanent,medium
225419,retired,2,postgraduate,0,rented,medium
76427,employed,3,secondary,0,temporary,low
85392,employed,5,graduate,0,permanent,medium
262124,self_employed,4,none,0,rented,high
133873,informal,6,graduate,0,temporary,high
19348,employed,4,primary,1,permanent,medium
54056,retired,7,none,1,temporary,medium
113709,self_employed,4,graduate,1,rented,low
52687,informal,3,secondary,0,temporary,low
9064,informal,5,primary,1,homeless,high
59860,employed,7,secondary,1,permanent,medium
25650,self_employed,8,secondary,1,homeless,high
7346,unemployed,6,none,1,temporary,high
30485,unemployed,7,none,1,rented,low
9270,informal,10,primary,1,rented,high
127281,informal,7,secondary,1,rented,medium
135493,self_employed,4,graduate,1,rented,low
13786,informal,8,primary,1,permanent,high
219599,unemployed,2,graduate,1,permanent,medium
29379,informal,7,secondary,1,temporary,medium
128582,employed,5,graduate,1,homeless,medium
76979,unemployed,6,secondary,0,temporary,medium
132147,unemployed,5,graduate,1,rented,high
133802,unemployed,7,secondary,0,permanent,medium
28371,unemployed,4,secondary,1,rented,medium
343211,employed,3,graduate,0,permanent,medium
446022,self_employed,5,postgraduate,1,rented,low
57096,employed,5,graduate,0,temporary,low
427467,employed,3,graduate,0,temporary,medium
440725,employed,5,graduate,1,permanent,low
100505,employed,5,graduate,0,rented,medium
36376,unemployed,10,primary,1,rented,high
116598,employed,3,secondary,0,temporary,medium
233404,self_employed,4,secondary,1,rented,medium
425926,self_employed,3,secondary,0,rented,high
20404,self_employed,9,primary,1,temporary,medium
223309,employed,3,postgraduate,0,permanent,high
219159,employed,2,postgraduate,0,permanent,low
148902,employed,7,primary,0,homeless,low
88553,informal,4,graduate,0,rented,high
43927,self_employed,7,secondary,1,permanent,medium
19348,unemployed,8,secondary,0,rented,medium
47259,informal,10,secondary,1,temporary,medium
367471,employed,5,postgraduate,0,permanent,medium
20480,unemployed,6,none,1,homeless,high
40542,unemployed,6,secondary,1,temporary,high
336931,employed,5,graduate,0,permanent,low
23593,employed,6,primary,0,temporary,high
123064,informal,5,secondary,0,rented,low
55626,informal,5,secondary,1,homeless,high
59286,retired,9,primary,1,temporary,high
115572,informal,4,graduate,0,rented,low
45817,unemployed,10,secondary,1,rented,low
56132,unemployed,6,secondary,0,temporary,high
34797,informal,10,primary,1,homeless,high
49720,employed,8,secondary,0,rented,low
298077,employed,2,postgraduate,0,permanent,medium
75143,self_employed,3,secondary,1,homeless,medium
36679,unemployed,4,primary,1,homeless,high
46973,unemployed,10,none,1,temporary,high
28062,unemployed,10,secondary,1,temporary,high
19055,employed,10,graduate,1,homeless,high
133476,informal,3,secondary,0,permanent,medium
108584,retired,6,graduate,1,rented,medium
106480,informal,6,postgraduate,1,rented,high
120717,informal,3,secondary,0,permanent,low
24493,retired,8,graduate,1,temporary,high
50544,retired,10,primary,0,homeless,medium
219195,self_employed,5,postgraduate,1,permanent,medium
464637,employed,4,graduate,0,rented,medium
49467,unemployed,6,graduate,1,homeless,high
16090,unemployed,4,primary,1,homeless,medium
84096,employed,7,graduate,0,temporary,high
170491,unemployed,2,secondary,0,rented,medium
19867,informal,4,primary,1,temporary,high
330593,self_employed,2,graduate,0,permanent,low
124768,employed,3,graduate,1,rented,medium
113446,self_employed,6,secondary,0,temporary,medium
88644,employed,3,secondary,1,permanent,medium
266378,retired,5,postgraduate,1,permanent,low
50374,retired,7,primary,0,rented,high
164973,self_employed,2,graduate,0,permanent,low
14503,informal,6,primary,1,homeless,medium
117215,informal,6,secondary,1,temporary,medium
50924,unemployed,8,secondary,1,temporary,high
29109,informal,4,primary,0,rented,high
236332,self_employed,4,secondary,0,permanent,low
459186,informal,5,graduate,0,permanent,low
49491,informal,9,secondary,1,temporary,high
43106,informal,5,secondary,1,homeless,high
141986,informal,6,graduate,0,rented,medium
109931,self_employed,4,graduate,0,homeless,medium
466766,employed,2,postgraduate,0,rented,low
5357,informal,5,primary,1,rented,medium
74177,self_employed,6,secondary,0,permanent,medium
52424,self_employed,5,none,1,temporary,high
101087,informal,7,graduate,0,rented,low
494280,self_employed,4,graduate,0,permanent,high
42373,informal,5,primary,1,rented,medium
24410,self_employed,10,graduate,0,rented,high
228930,self_employed,5,postgraduate,0,permanent,medium
78832,self_employed,7,secondary,1,permanent,high
84122,employed,6,secondary,1,temporary,high
51255,self_employed,5,graduate,1,rented,high
63241,self_employed,4,secondary,1,temporary,medium
144080,employed,3,graduate,1,temporary,medium
45375,informal,6,none,0,homeless,high
271241,employed,5,postgraduate,0,rented,low
50142,informal,8,primary,0,homeless,high
410626,employed,2,postgraduate,1,temporary,medium
103685,unemployed,3,graduate,0,temporary,low
52922,employed,3,none,0,temporary,high
48954,informal,5,graduate,1,temporary,high
17759,self_employed,5,graduate,1,temporary,high
57792,self_employed,7,secondary,1,permanent,high
359475,employed,2,graduate,0,permanent,low
91454,self_employed,3,graduate,0,rented,medium
14302,retired,4,primary,1,rented,low
447089,employed,4,postgraduate,1,permanent,low
121137,informal,3,graduate,0,homeless,low
354548,employed,2,postgraduate,0,permanent,low
156636,employed,3,postgraduate,1,permanent,low
24161,unemployed,4,none,1,rented,low
57979,self_employed,6,secondary,0,homeless,medium
6679,informal,5,secondary,1,temporary,medium
50193,informal,5,secondary,0,homeless,medium
53711,retired,6,primary,1,rented,medium
54931,employed,10,primary,1,rented,medium
262901,self_employed,2,secondary,0,homeless,low
18247,unemployed,9,primary,1,rented,medium
65904,unemployed,7,secondary,0,permanent,medium
55182,informal,3,graduate,1,temporary,medium
85171,employed,5,primary,0,temporary,low
372563,self_employed,4,postgraduate,0,rented,low
27443,self_employed,6,secondary,1,temporary,high
47263,informal,8,primary,1,temporary,low
279045,self_employed,5,graduate,0,permanent,low
13116,unemployed,8,secondary,1,temporary,high
218133,employed,4,postgraduate,0,permanent,low
106831,informal,4,primary,1,temporary,low
27337,informal,4,secondary,1,temporary,high
235381,employed,4,graduate,0,permanent,low
116536,self_employed,5,graduate,1,rented,low
24441,self_employed,9,secondary,1,homeless,low
144139,unemployed,3,graduate,0,permanent,low
54441,informal,4,none,1,homeless,high
43251,unemployed,6,none,0,rented,high
83916,informal,6,none,0,permanent,low
414395,self_employed,5,postgraduate,0,permanent,low
278824,unemployed,4,none,0,permanent,low
33460,unemployed,8,none,1,homeless,high
84095,informal,7,graduate,0,temporary,high
409891,self_employed,4,graduate,0,permanent,high
297133,employed,4,graduate,1,permanent,medium
49561,unemployed,9,none,0,rented,medium
30980,self_employed,4,secondary,1,temporary,low
31432,informal,10,primary,1,homeless,low
278365,informal,3,postgraduate,0,permanent,low
293224,self_employed,5,graduate,0,permanent,low
290816,employed,5,postgraduate,1,permanent,high
30089,unemployed,8,primary,1,temporary,high
340953,employed,3,graduate,1,permanent,low
60226,employed,5,secondary,1,temporary,low
32234,unemployed,8,primary,1,homeless,high
49070,employed,4,secondary,0,rented,high
35787,retired,7,secondary,1,temporary,high
83881,unemployed,5,postgraduate,1,rented,high
145818,informal,5,postgraduate,1,rented,medium
122268,informal,3,secondary,0,permanent,low
40815,retired,5,postgraduate,1,permanent,low
29630,self_employed,5,secondary,1,temporary,medium
58827,employed,7,none,0,permanent,medium
84122,retired,6,secondary,1,temporary,low
123215,retired,3,graduate,0,permanent,low
29475,informal,7,primary,0,rented,high
137427,retired,6,graduate,0,temporary,high
133503,informal,4,graduate,0,homeless,medium
277918,self_employed,3,graduate,0,homeless,low
52041,retired,7,primary,1,rented,high
84590,self_employed,6,secondary,0,rented,high
42217,employed,3,secondary,0,temporary,medium
103347,unemployed,4,graduate,1,rented,high
145434,informal,3,graduate,0,permanent,low
45490,informal,8,primary,1,temporary,high
40555,self_employed,8,secondary,1,temporary,high
43704,self_employed,3,graduate,1,temporary,medium
123352,informal,3,secondary,0,temporary,medium
42579,retired,4,secondary,1,homeless,high
110412,employed,2,graduate,0,rented,low
108522,informal,6,secondary,1,permanent,medium
24667,self_employed,5,secondary,0,temporary,high
340363,employed,3,graduate,0,rented,medium
56605,retired,9,none,1,temporary,medium
206034,self_employed,2,graduate,0,permanent,high
28105,self_employed,7,secondary,0,temporary,medium
69925,employed,3,secondary,0,homeless,medium
423644,informal,3,postgraduate,1,permanent,low
41692,self_employed,7,secondary,0,rented,medium
135897,informal,3,graduate,0,temporary,medium
12829,retired,7,primary,0,rented,high
20638,unemployed,5,primary,1,temporary,medium
26148,informal,8,primary,0,rented,high
64504,informal,6,graduate,1,rented,medium
21534,unemployed,6,none,1,homeless,medium
46567,employed,7,graduate,0,temporary,low
45332,informal,6,secondary,0,rented,medium
218424,employed,5,postgraduate,0,permanent,low
125236,informal,6,secondary,0,permanent,low
50636,informal,10,primary,0,temporary,high
31153,informal,7,secondary,1,homeless,high
43970,retired,5,primary,0,rented,low
14555,informal,8,primary,1,temporary,high
390706,employed,2,postgraduate,0,permanent,low
15485,unemployed,4,none,1,rented,high
34595,unemployed,10,graduate,1,temporary,low
324651,retired,5,graduate,0,permanent,high
101845,unemployed,7,none,1,permanent,medium
221743,employed,4,primary,0,permanent,low
22409,self_employed,10,primary,1,temporary,high
110692,retired,5,secondary,0,permanent,low
55865,unemployed,10,secondary,1,rented,high
106984,employed,3,secondary,1,rented,low
51890,informal,10,graduate,0,rented,medium
112412,self_employed,6,secondary,1,permanent,high
54629,informal,5,secondary,1,temporary,low
275914,employed,4,postgraduate,0,permanent,low
41086,self_employed,5,secondary,1,temporary,medium
141699,retired,5,graduate,0,rented,low
441795,self_employed,2,graduate,0,permanent,medium
407098,employed,3,postgraduate,0,permanent,high
82775,informal,3,graduate,0,temporary,medium
36490,unemployed,8,primary,1,temporary,high
76647,self_employed,6,secondary,0,permanent,medium
454226,employed,4,postgraduate,0,permanent,high
65431,self_employed,6,postgraduate,1,permanent,low
55322,unemployed,10,graduate,1,rented,medium
20251,unemployed,8,primary,1,homeless,high
214776,self_employed,2,secondary,0,permanent,medium
86916,self_employed,6,graduate,1,rented,medium
51562,unemployed,9,primary,1,permanent,high
53624,employed,5,none,1,homeless,high
14423,retired,7,primary,1,permanent,low
50233,informal,4,primary,1,temporary,low
196190,employed,3,postgraduate,0,rented,low
134136,unemployed,6,primary,0,homeless,medium
98487,self_employed,7,secondary,0,rented,low
149363,unemployed,4,primary,0,homeless,medium
92632,unemployed,6,secondary,0,rented,high
48584,informal,7,secondary,1,rented,low
44805,self_employed,6,graduate,1,rented,low
48364,informal,9,secondary,1,temporary,medium
80027,unemployed,7,graduate,1,permanent,high
45041,self_employed,9,primary,1,rented,high
84437,employed,5,secondary,0,permanent,medium
27447,retired,5,none,1,rented,medium
204805,self_employed,3,graduate,0,permanent,medium
8403,informal,8,secondary,1,rented,low
176460,unemployed,4,secondary,0,permanent,low
56750,unemployed,6,none,0,rented,medium
39785,self_employed,5,secondary,1,homeless,high
177699,self_employed,5,secondary,0,temporary,medium
54338,unemployed,4,secondary,1,homeless,high
24033,unemployed,7,none,1,homeless,medium
322215,employed,4,graduate,1,rented,low
104930,unemployed,4,secondary,0,temporary,low
89114,retired,5,secondary,1,temporary,medium
135217,unemployed,5,graduate,0,permanent,high
11738,informal,10,primary,1,homeless,high
465186,self_employed,2,postgraduate,0,permanent,low
41716,informal,6,none,1,temporary,high
377077,self_employed,5,secondary,0,permanent,medium
100676,unemployed,5,secondary,0,permanent,low
11956,unemployed,4,none,0,rented,medium
495830,employed,5,postgraduate,1,permanent,low
8609,unemployed,7,none,1,homeless,low
258643,employed,3,graduate,0,rented,low
19236,informal,8,primary,1,permanent,low
23026,informal,4,none,1,temporary,high
132434,informal,4,none,0,permanent,high
13783,unemployed,4,none,0,temporary,high
147373,employed,4,primary,1,permanent,low
157446,employed,2,graduate,0,permanent,low
43658,unemployed,9,primary,1,rented,high
484669,employed,3,graduate,0,rented,low
54786,informal,4,graduate,1,temporary,low
60676,informal,4,graduate,1,rented,medium
18331,self_employed,7,primary,1,temporary,high
275878,self_employed,5,graduate,0,permanent,medium
59662,informal,10,secondary,1,temporary,medium
55373,employed,3,primary,0,temporary,low
114051,employed,5,graduate,1,homeless,high
264311,self_employed,4,graduate,0,permanent,low
19064,informal,5,none,1,rented,medium
14648,unemployed,6,secondary,1,homeless,high
43769,unemployed,4,primary,1,homeless,high
8048,unemployed,4,none,1,rented,high
25445,informal,4,primary,1,temporary,low
106530,retired,7,secondary,1,rented,high
37379,unemployed,8,primary,1,homeless,high
37130,unemployed,5,primary,0,temporary,low
124729,employed,7,postgraduate,0,permanent,medium
6681,unemployed,10,graduate,1,homeless,high
5836,employed,4,primary,1,rented,low
41397,self_employed,3,primary,0,temporary,low
57830,unemployed,8,secondary,0,temporary,medium
137793,employed,7,graduate,0,permanent,medium
49818,self_employed,3,secondary,1,permanent,low
24592,unemployed,5,secondary,1,temporary,high
143530,self_employed,3,primary,0,rented,low
94409,informal,4,graduate,1,rented,low
104165,self_employed,7,graduate,0,permanent,high
201386,employed,5,graduate,1,rented,low
125225,unemployed,5,postgraduate,0,rented,high
52998,self_employed,5,none,0,permanent,high
47661,employed,5,secondary,1,permanent,high
133514,unemployed,3,secondary,0,rented,low
66377,informal,7,graduate,0,permanent,medium
60141,self_employed,7,primary,0,temporary,low
33234,unemployed,10,secondary,1,permanent,high
438678,employed,5,graduate,0,homeless,low
6137,unemployed,5,primary,1,permanent,high
110705,informal,4,postgraduate,0,temporary,high
148108,self_employed,3,postgraduate,0,temporary,high
18029,informal,10,secondary,1,temporary,high
131552,employed,5,postgraduate,0,permanent,low
132258,unemployed,7,postgraduate,0,rented,medium
38059,unemployed,10,primary,0,homeless,high
269258,unemployed,4,secondary,1,permanent,medium
159523,retired,5,postgraduate,1,permanent,low
145130,unemployed,7,primary,0,rented,medium
77257,informal,4,secondary,1,temporary,high
12263,unemployed,6,primary,1,homeless,high
138546,employed,3,graduate,0,rented,medium
84474,self_employed,3,graduate,0,rented,low
79475,self_employed,6,graduate,1,temporary,high
17642,retired,9,graduate,1,temporary,medium
136713,self_employed,3,graduate,0,rented,medium
118398,retired,4,graduate,0,permanent,medium
99009,employed,6,none,0,permanent,medium
327231,self_employed,5,secondary,1,permanent,medium
16307,self_employed,4,primary,1,homeless,medium
30593,informal,10,secondary,1,homeless,high
52261,informal,10,secondary,1,homeless,low
40088,unemployed,7,secondary,0,permanent,medium
79000,retired,3,secondary,1,temporary,medium
53843,informal,7,primary,1,temporary,medium
50651,informal,9,none,1,homeless,high
422805,self_employed,2,graduate,0,permanent,low
183462,employed,5,none,0,permanent,low
148399,informal,3,postgraduate,0,temporary,high
58871,retired,10,secondary,1,permanent,medium
126302,informal,6,graduate,0,rented,high
130635,employed,5,postgraduate,0,permanent,medium
127162,informal,2,postgraduate,1,permanent,high
242546,employed,5,postgraduate,0,rented,low
114324,unemployed,4,graduate,1,rented,low
138373,informal,4,secondary,0,temporary,medium
12539,informal,5,none,1,permanent,medium
359951,employed,3,graduate,0,permanent,low
5975,unemployed,5,none,0,temporary,medium
13147,self_employed,8,none,0,temporary,high
81615,unemployed,4,primary,1,homeless,low
132983,employed,6,primary,0,permanent,high
151951,employed,2,primary,0,permanent,low
40252,unemployed,4,primary,0,rented,medium
25886,self_employed,7,none,0,rented,low
459269,employed,4,postgraduate,0,permanent,medium
327158,self_employed,5,secondary,0,temporary,low
95550,employed,7,secondary,1,rented,medium
126358,employed,5,primary,0,homeless,medium
37340,informal,4,none,1,rented,low
50134,unemployed,10,secondary,1,rented,high
106486,unemployed,7,postgraduate,1,rented,low
320701,employed,5,secondary,1,permanent,high
110888,employed,4,graduate,1,permanent,medium
319682,employed,2,postgraduate,1,permanent,low
22995,unemployed,8,secondary,1,homeless,high
129604,employed,5,secondary,0,permanent,low
37102,informal,10,primary,1,temporary,high
61170,unemployed,6,none,0,rented,medium
222334,employed,2,secondary,1,rented,low
100165,informal,4,secondary,1,permanent,low
214869,employed,5,graduate,0,temporary,medium
45957,informal,7,primary,1,temporary,high
37272,unemployed,5,none,1,temporary,high
92750,informal,6,secondary,1,permanent,low
72792,unemployed,4,graduate,1,rented,medium
34001,unemployed,7,primary,0,permanent,low
10157,informal,6,secondary,1,permanent,medium
26070,unemployed,10,none,1,rented,high
9283,informal,8,primary,1,temporary,low
467664,self_employed,3,postgraduate,0,permanent,low
63423,self_employed,6,graduate,0,homeless,high
114529,self_employed,3,graduate,0,rented,low
251005,informal,5,graduate,0,permanent,medium
23997,unemployed,4,none,1,temporary,medium
54826,retired,8,primary,0,rented,high
52911,unemployed,8,primary,1,rented,high
149205,employed,5,secondary,1,temporary,medium
191014,employed,2,postgraduate,0,permanent,low
82232,self_employed,5,none,0,temporary,high
51559,employed,3,secondary,0,rented,medium
46579,informal,9,secondary,1,homeless,high
397727,employed,3,graduate,0,permanent,medium
87520,informal,5,postgraduate,0,rented,medium
76131,employed,5,graduate,1,temporary,low
70451,informal,6,secondary,1,permanent,low
110764,self_employed,6,secondary,0,rented,medium
40590,self_employed,6,secondary,0,temporary,high
92383,employed,3,secondary,0,rented,low
422339,unemployed,2,graduate,1,rented,high
137838,employed,4,secondary,0,permanent,low
11135,unemployed,7,none,0,homeless,medium
39135,informal,5,secondary,0,rented,high
